collection_id,loan_id,application_no,outcome,reason
26457,2700,HEV-UP-317,not_updated,combine_paid_on_missing_or_invalid
28828,2702,HEV-UP-507,would_update_or_updated,
66694,2702,HEV-UP-507,not_updated,non_pending_in_dp_export
66695,2702,HEV-UP-507,not_updated,part_payment_not_handled
57547,2705,HEV-UP-653,not_updated,part_payment_not_handled
57548,2705,HEV-UP-653,not_updated,part_payment_not_handled
2494,2706,HEV-UPW-5,not_updated,combine_close_type_blocked
2495,2706,HEV-UPW-5,not_updated,combine_close_type_blocked
2496,2706,HEV-UPW-5,not_updated,combine_close_type_blocked
51013,2709,HEV-000092,not_updated,non_pending_in_dp_export
51014,2709,HEV-000092,not_updated,part_payment_not_handled
64174,2714,HEV-000206,not_updated,non_pending_in_dp_export
64175,2714,HEV-000206,not_updated,part_payment_not_handled
12403,2716,HEV-000235,not_updated,amount_mismatch_exact_required
12404,2716,HEV-000235,would_update_or_updated,
23479,2730,HEV-UP-68,would_update_or_updated,
23481,2730,HEV-UP-68,not_updated,combine_paid_on_missing_or_invalid
51019,2732,HEV-UP-306,not_updated,non_pending_in_dp_export
51020,2732,HEV-UP-306,not_updated,combine_close_type_blocked
26314,2732,HEV-UP-306,not_updated,combine_close_type_blocked
26315,2732,HEV-UP-306,not_updated,combine_close_type_blocked
26316,2732,HEV-UP-306,not_updated,combine_close_type_blocked
20096,2748,HEV-000810,not_updated,combine_paid_on_missing_or_invalid
60571,2749,HEV-RJ-363,not_updated,non_pending_in_dp_export
60572,2749,HEV-RJ-363,not_updated,part_payment_not_handled
63269,2749,HEV-RJ-363,not_updated,non_pending_in_dp_export
63270,2749,HEV-RJ-363,not_updated,part_payment_not_handled
8990,2749,HEV-RJ-363,not_updated,combine_paid_on_missing_or_invalid
8950,2752,HEV-RJ-360,not_updated,combine_paid_on_missing_or_invalid
8951,2752,HEV-RJ-360,not_updated,combine_paid_on_missing_or_invalid
31478,2754,HEV-UP-730,not_updated,combine_paid_on_missing_or_invalid
31514,2766,HEV-UP-733,not_updated,combine_paid_on_missing_or_invalid
31543,2779,HEV-UP-735,would_update_or_updated,
31544,2779,HEV-UP-735,not_updated,combine_paid_on_missing_or_invalid
55834,2782,HEV-RJ-364,not_updated,non_pending_in_dp_export
55835,2782,HEV-RJ-364,not_updated,part_payment_not_handled
9002,2782,HEV-RJ-364,not_updated,combine_paid_on_missing_or_invalid
31645,2805,HEV-UP-742,would_update_or_updated,
56518,2828,HEV-UP-754,not_updated,part_payment_not_handled
56519,2828,HEV-UP-754,not_updated,part_payment_not_handled
31967,2832,HEV-UP-771,not_updated,combine_close_type_blocked
31968,2832,HEV-UP-771,not_updated,combine_close_type_blocked
31969,2832,HEV-UP-771,not_updated,combine_close_type_blocked
31827,2848,HEV-UP-759,would_update_or_updated,
31839,2850,HEV-UP-760,would_update_or_updated,
57984,2859,HEV-UP-764,not_updated,non_pending_in_dp_export
57985,2859,HEV-UP-764,not_updated,part_payment_not_handled
31901,2865,HEV-UP-766,would_update_or_updated,
31945,2875,HEV-UP-769,would_update_or_updated,
32104,2891,HEV-UP-783,would_update_or_updated,
50304,2892,HEV-UP-772,not_updated,part_payment_not_handled
50305,2892,HEV-UP-772,not_updated,part_payment_not_handled
59404,2892,HEV-UP-772,not_updated,non_pending_in_dp_export
59405,2892,HEV-UP-772,not_updated,part_payment_not_handled
31981,2892,HEV-UP-772,would_update_or_updated,
57933,2931,HEV-UP-786,not_updated,non_pending_in_dp_export
57934,2931,HEV-UP-786,not_updated,part_payment_not_handled
50312,2938,HEV-UP-782,not_updated,part_payment_not_handled
50313,2938,HEV-UP-782,not_updated,part_payment_not_handled
32087,2938,HEV-UP-782,not_updated,amount_mismatch_exact_required
57571,2952,HEV-UP-785,not_updated,part_payment_not_handled
57572,2952,HEV-UP-785,not_updated,part_payment_not_handled
32203,2975,HEV-UP-791,would_update_or_updated,
57048,2975,HEV-UP-791,not_updated,part_payment_not_handled
57049,2975,HEV-UP-791,not_updated,part_payment_not_handled
32205,2975,HEV-UP-791,would_update_or_updated,
32329,2979,HEV-UP-802,would_update_or_updated,
21413,2980,HEV-000909,would_update_or_updated,
32271,2996,HEV-UP-796,would_update_or_updated,
32288,2997,HEV-UP-797,would_update_or_updated,
32251,2999,HEV-UP-795,would_update_or_updated,
57565,2999,HEV-UP-795,not_updated,part_payment_not_handled
57566,2999,HEV-UP-795,not_updated,part_payment_not_handled
63242,2999,HEV-UP-795,not_updated,part_payment_not_handled
63243,2999,HEV-UP-795,not_updated,part_payment_not_handled
4217,3008,HEV-UPW-125,not_updated,combine_paid_on_missing_or_invalid
32701,3022,HEV-UP-832,would_update_or_updated,
32702,3022,HEV-UP-832,would_update_or_updated,
32355,3033,HEV-UP-804,would_update_or_updated,
32379,3034,HEV-UP-806,would_update_or_updated,
32445,3041,HEV-UP-811,would_update_or_updated,
58419,3045,HEV-UP-810,not_updated,non_pending_in_dp_export
58420,3045,HEV-UP-810,not_updated,part_payment_not_handled
32427,3045,HEV-UP-810,would_update_or_updated,
57242,3048,HEV-RJ-349,not_updated,non_pending_in_dp_export
57243,3048,HEV-RJ-349,not_updated,part_payment_not_handled
32473,3064,HEV-UP-813,would_update_or_updated,
32545,3073,HEV-UP-819,would_update_or_updated,
32546,3073,HEV-UP-819,would_update_or_updated,
65919,3076,HEV-UP-820,not_updated,non_pending_in_dp_export
65920,3076,HEV-UP-820,not_updated,part_payment_not_handled
32534,3080,HEV-UP-817,not_updated,amount_mismatch_exact_required
57529,3088,HEV-000854,not_updated,non_pending_in_dp_export
57530,3088,HEV-000854,not_updated,part_payment_not_handled
20656,3088,HEV-000854,not_updated,combine_paid_on_missing_or_invalid
66319,3099,HEV-UP-825,not_updated,part_payment_not_handled
66320,3099,HEV-UP-825,not_updated,part_payment_not_handled
32607,3104,HEV-UP-824,would_update_or_updated,
57557,3106,HEV-UPW-83,not_updated,non_pending_in_dp_export
57558,3106,HEV-UPW-83,not_updated,part_payment_not_handled
65829,3111,HEV-UP-829,not_updated,part_payment_not_handled
65830,3111,HEV-UP-829,not_updated,part_payment_not_handled
32689,3116,HEV-UP-830,would_update_or_updated,
57541,3116,HEV-UP-830,not_updated,part_payment_not_handled
57542,3116,HEV-UP-830,not_updated,part_payment_not_handled
32769,3119,HEV-UP-837,would_update_or_updated,
57745,3140,HEV-UP-845,not_updated,non_pending_in_dp_export
57746,3140,HEV-UP-845,not_updated,part_payment_not_handled
57577,3144,HEV-UPW-84,not_updated,non_pending_in_dp_export
57578,3144,HEV-UPW-84,not_updated,part_payment_not_handled
57741,3146,HEV-UP-842,not_updated,non_pending_in_dp_export
57742,3146,HEV-UP-842,not_updated,part_payment_not_handled
59857,3149,HEV-UPW-88,not_updated,non_pending_in_dp_export
59858,3149,HEV-UPW-88,not_updated,part_payment_not_handled
32937,3180,HEV-UP-852,not_updated,combine_close_type_blocked
32938,3180,HEV-UP-852,not_updated,combine_close_type_blocked
32939,3180,HEV-UP-852,not_updated,combine_close_type_blocked
21532,3202,HEV-000919,would_update_or_updated,
21619,3208,HEV-000925,would_update_or_updated,
21589,3210,HEV-000923,not_updated,amount_mismatch_exact_required
33029,3219,HEV-UP-861,not_updated,combine_paid_on_missing_or_invalid
55162,3228,HEV-UP-862,not_updated,non_pending_in_dp_export
55163,3228,HEV-UP-862,not_updated,part_payment_not_handled
33047,3228,HEV-UP-862,not_updated,combine_paid_on_missing_or_invalid
33057,3231,HEV-UP-863,not_updated,amount_mismatch_exact_required
33058,3231,HEV-UP-863,not_updated,amount_mismatch_exact_required
33059,3231,HEV-UP-863,not_updated,combine_paid_on_missing_or_invalid
33071,3248,HEV-UP-864,would_update_or_updated,
21721,3257,HEV-000932,not_updated,combine_paid_on_missing_or_invalid
33131,3263,HEV-UP-869,would_update_or_updated,
55035,3292,HEV-UP-883,not_updated,non_pending_in_dp_export
55036,3292,HEV-UP-883,not_updated,part_payment_not_handled
33269,3292,HEV-UP-883,not_updated,combine_paid_on_missing_or_invalid
33314,3294,HEV-UP-887,not_updated,combine_paid_on_missing_or_invalid
33257,3299,HEV-UP-882,not_updated,combine_paid_on_missing_or_invalid
53609,3304,HEV-000956,not_updated,combine_paid_on_missing_or_invalid
60308,3306,HEV-UPW-106,not_updated,non_pending_in_dp_export
60309,3306,HEV-UPW-106,not_updated,part_payment_not_handled
3931,3308,HEV-UPW-105,not_updated,amount_mismatch_exact_required
3932,3308,HEV-UPW-105,not_updated,combine_paid_on_missing_or_invalid
33299,3312,HEV-UP-886,not_updated,combine_paid_on_missing_or_invalid
33390,3317,HEV-UP-893,would_update_or_updated,
21877,3318,HEV-000945,not_updated,combine_paid_on_missing_or_invalid
33344,3345,HEV-UP-889,not_updated,combine_paid_on_missing_or_invalid
21979,3354,HEV-000955,not_updated,combine_paid_on_missing_or_invalid
4037,3356,HEV-UPW-112,would_update_or_updated,
33438,3358,HEV-UP-896,would_update_or_updated,
21937,3360,HEV-000950,not_updated,combine_paid_on_missing_or_invalid
33496,3363,HEV-UP-900,would_update_or_updated,
4169,3364,HEV-UPW-122,not_updated,combine_paid_on_missing_or_invalid
33509,3365,HEV-UP-901,not_updated,combine_paid_on_missing_or_invalid
56528,3368,HEV-UP-905,not_updated,part_payment_not_handled
56529,3368,HEV-UP-905,not_updated,part_payment_not_handled
33545,3368,HEV-UP-905,not_updated,combine_paid_on_missing_or_invalid
21967,3369,HEV-000954,would_update_or_updated,
4079,3372,HEV-UPW-115,not_updated,combine_paid_on_missing_or_invalid
4109,3374,HEV-UPW-118,not_updated,combine_paid_on_missing_or_invalid
33531,3376,HEV-UP-904,would_update_or_updated,
22039,3383,HEV-000959,would_update_or_updated,
67358,3387,HEV-UP-906,not_updated,non_pending_in_dp_export
67359,3387,HEV-UP-906,not_updated,combine_paid_on_missing_or_invalid
33620,3403,HEV-UP-910,not_updated,combine_paid_on_missing_or_invalid
60605,3404,HEV-000965,not_updated,non_pending_in_dp_export
60606,3404,HEV-000965,not_updated,part_payment_not_handled
22123,3404,HEV-000965,not_updated,combine_paid_on_missing_or_invalid
59582,3407,HEV-UP-909,not_updated,non_pending_in_dp_export
59583,3407,HEV-UP-909,not_updated,part_payment_not_handled
22141,3416,HEV-000966,not_updated,combine_paid_on_missing_or_invalid
33650,3418,HEV-UP-916,not_updated,combine_paid_on_missing_or_invalid
4199,3438,HEV-UPW-124,not_updated,combine_paid_on_missing_or_invalid
33674,3445,HEV-UP-918,not_updated,combine_paid_on_missing_or_invalid
55824,3450,HEV-000975,not_updated,non_pending_in_dp_export
55825,3450,HEV-000975,not_updated,part_payment_not_handled
22241,3450,HEV-000975,not_updated,combine_paid_on_missing_or_invalid
65926,3451,,not_updated,loan_not_in_LOS
65927,3451,,not_updated,loan_not_in_LOS
33686,3452,HEV-UP-919,not_updated,combine_paid_on_missing_or_invalid
22283,3455,HEV-000978,not_updated,combine_paid_on_missing_or_invalid
56524,3456,HEV-UP-922,not_updated,non_pending_in_dp_export
56525,3456,HEV-UP-922,not_updated,part_payment_not_handled
33713,3456,HEV-UP-922,not_updated,combine_paid_on_missing_or_invalid
33737,3458,HEV-UP-924,not_updated,combine_paid_on_missing_or_invalid
34348,3461,HEV-Litfin-2,not_updated,combine_paid_on_missing_or_invalid
34335,3463,HEV-Litfin-1,would_update_or_updated,
34336,3463,HEV-Litfin-1,not_updated,combine_paid_on_missing_or_invalid
33724,3469,HEV-UP-923,would_update_or_updated,
33725,3469,HEV-UP-923,not_updated,combine_paid_on_missing_or_invalid
34401,3491,HEV-Litfin-6,not_updated,combine_paid_on_missing_or_invalid
34419,3496,HEV-Litfin-7,would_update_or_updated,
34358,3499,HEV-Litfin-3,not_updated,amount_mismatch_exact_required
34359,3499,HEV-Litfin-3,would_update_or_updated,
34360,3499,HEV-Litfin-3,not_updated,combine_paid_on_missing_or_invalid
34371,3502,HEV-Litfin-4,would_update_or_updated,
34372,3502,HEV-Litfin-4,not_updated,combine_paid_on_missing_or_invalid
34443,3506,HEV-Litfin-9,would_update_or_updated,
34467,3508,HEV-Litfin-11,would_update_or_updated,
50870,3514,HEV-001003,not_updated,amount_mismatch_exact_required
50871,3514,HEV-001003,not_updated,amount_mismatch_exact_required
34389,3522,HEV-Litfin-5,would_update_or_updated,
34431,3523,HEV-Litfin-8,would_update_or_updated,
33859,3530,HEV-UP-937,not_updated,combine_paid_on_missing_or_invalid
34479,3532,HEV-Litfin-12,would_update_or_updated,
34503,3548,HEV-Litfin-14,not_updated,combine_paid_on_missing_or_invalid
56841,3550,HEV-000992,not_updated,non_pending_in_dp_export
56842,3550,HEV-000992,not_updated,part_payment_not_handled
66114,3556,HEV-000993,not_updated,non_pending_in_dp_export
66115,3556,HEV-000993,not_updated,part_payment_not_handled
34581,3558,HEV-Litfin-19,would_update_or_updated,
34521,3561,HEV-Litfin-15,not_updated,combine_paid_on_missing_or_invalid
34545,3568,HEV-Litfin-17,would_update_or_updated,
50886,3584,HEV-Litfin-21,not_updated,amount_mismatch_exact_required
33976,3586,HEV-Litfin-24,would_update_or_updated,
34018,3589,HEV-Litfin-23,would_update_or_updated,
22509,3596,HEV-Litfin-20,would_update_or_updated,
22510,3596,HEV-Litfin-20,not_updated,combine_paid_on_missing_or_invalid
34042,3607,HEV-UP-953,not_updated,amount_mismatch_exact_required
4486,3612,HEV-Litfin-22,would_update_or_updated,
50856,3613,HEV-001004,not_updated,amount_mismatch_exact_required
50819,3622,HEV-Litfin-26,would_update_or_updated,
50557,3626,HEV-UP-962,not_updated,combine_total_amount_not_usable
50558,3626,HEV-UP-962,not_updated,combine_total_amount_not_usable
58966,3633,HEV-UP-956,not_updated,non_pending_in_dp_export
58967,3633,HEV-UP-956,not_updated,part_payment_not_handled
50411,3633,HEV-UP-956,would_update_or_updated,
50603,3636,HEV-Litfin-28,would_update_or_updated,
57553,3640,HEV-UP-957,not_updated,part_payment_not_handled
57554,3640,HEV-UP-957,not_updated,part_payment_not_handled
50426,3640,HEV-UP-957,would_update_or_updated,
50675,3644,HEV-Litfin-29,would_update_or_updated,
50663,3659,HEV-Litfin-30,would_update_or_updated,
57240,3662,HEV-001014,not_updated,non_pending_in_dp_export
57241,3662,HEV-001014,not_updated,part_payment_not_handled
50437,3672,HEV-UP-963,not_updated,combine_total_amount_not_usable
50438,3672,HEV-UP-963,not_updated,combine_total_amount_not_usable
50498,3673,HEV-UP-968,would_update_or_updated,
50456,3679,HEV-UP-966,would_update_or_updated,
50904,3682,HEV-001016,would_update_or_updated,
58417,3693,HEV-UP-975,not_updated,non_pending_in_dp_export
58418,3693,HEV-UP-975,not_updated,part_payment_not_handled
50387,3695,HEV-UP-973,would_update_or_updated,
50982,3696,HEV-Litfin-31,would_update_or_updated,
57555,3697,HEV-UPW-154,not_updated,non_pending_in_dp_export
57556,3697,HEV-UPW-154,not_updated,part_payment_not_handled
58793,3700,HEV-UP-977,not_updated,part_payment_not_handled
58794,3700,HEV-UP-977,not_updated,part_payment_not_handled
50468,3700,HEV-UP-977,not_updated,combine_paid_on_missing_or_invalid
50782,3706,HEV-UPW-157,not_updated,combine_close_type_blocked
50783,3706,HEV-UPW-157,not_updated,combine_close_type_blocked
51331,3721,HEV-Litfin-35,would_update_or_updated,
51332,3721,HEV-Litfin-35,would_update_or_updated,
51027,3726,HEV-Litfin-33,not_updated,combine_paid_on_missing_or_invalid
51028,3726,HEV-Litfin-33,not_updated,combine_paid_on_missing_or_invalid
51134,3736,HEV-UP-983,would_update_or_updated,
51266,3738,HEV-Litfin-34,would_update_or_updated,
51807,3743,HEV-Litfin-38,would_update_or_updated,
51489,3745,HEV-Litfin-36,would_update_or_updated,
51434,3753,HEV-Litfin-37,would_update_or_updated,
51435,3753,HEV-Litfin-37,would_update_or_updated,
57782,3755,HEV-001130,not_updated,combine_paid_on_missing_or_invalid
51741,3762,HEV-UP-996,would_update_or_updated,
64848,3763,HEV-UP-994,not_updated,non_pending_in_dp_export
64849,3763,HEV-UP-994,not_updated,part_payment_not_handled
52937,3773,HEV-UP-1030,not_updated,combine_paid_on_missing_or_invalid
53521,3780,HEV-UP-1002,would_update_or_updated,
59760,3782,HEV-UP-1000,not_updated,part_payment_not_handled
59761,3782,HEV-UP-1000,not_updated,part_payment_not_handled
57771,3785,HEV-UPW-180,not_updated,non_pending_in_dp_export
57772,3785,HEV-UPW-180,not_updated,part_payment_not_handled
53552,3788,HEV-001035,not_updated,combine_close_type_blocked
53553,3788,HEV-001035,not_updated,combine_close_type_blocked
51831,3790,HEV-001033,would_update_or_updated,
58447,3791,HEV-UP-1003,not_updated,non_pending_in_dp_export
58448,3791,HEV-UP-1003,not_updated,part_payment_not_handled
52794,3801,HEV-UP-1006,would_update_or_updated,
54309,3804,HEV-UP-1005,would_update_or_updated,
52731,3815,HEV-UP-1014,would_update_or_updated,
52707,3819,HEV-UP-1010,would_update_or_updated,
52016,3829,HEV-001039,not_updated,combine_paid_on_missing_or_invalid
51914,3834,HEV-001041,would_update_or_updated,
54479,3841,HEV-Litfin-40,would_update_or_updated,
52586,3844,HEV-UP-1021,would_update_or_updated,
53174,3851,HEV-Litfin-39,would_update_or_updated,
67190,3855,HEV-UPW-199,not_updated,combine_paid_on_missing_or_invalid
67191,3855,HEV-UPW-199,not_updated,combine_paid_on_missing_or_invalid
67188,3858,HEV-UP-1017,not_updated,part_payment_not_handled
67189,3858,HEV-UP-1017,not_updated,part_payment_not_handled
53077,3875,HEV-Litfin-41,would_update_or_updated,
60150,3877,HEV-UP-1024,not_updated,non_pending_in_dp_export
60151,3877,HEV-UP-1024,not_updated,part_payment_not_handled
52617,3877,HEV-UP-1024,not_updated,combine_paid_on_missing_or_invalid
54284,3879,HEV-Litfin-42,would_update_or_updated,
52626,3883,HEV-UP-1027,would_update_or_updated,
55534,3888,HEV-UP-1077,would_update_or_updated,
53026,3896,HEV-Litfin-46,would_update_or_updated,
52864,3897,HEV-Litfin-44,not_updated,combine_paid_on_missing_or_invalid
52865,3897,HEV-Litfin-44,would_update_or_updated,
52853,3901,HEV-Litfin-43,would_update_or_updated,
53014,3911,HEV-Litfin-45,would_update_or_updated,
53413,3919,HEV-Litfin-47,would_update_or_updated,
67098,3924,HEV-UP-1036,not_updated,part_payment_not_handled
67099,3924,HEV-UP-1036,not_updated,part_payment_not_handled
54455,3927,HEV-Litfin-48,would_update_or_updated,
53352,3932,HEV-Litfin-50,not_updated,combine_paid_on_missing_or_invalid
53353,3932,HEV-Litfin-50,not_updated,combine_paid_on_missing_or_invalid
54581,3938,HEV-UPW-204,not_updated,combine_paid_on_missing_or_invalid
53383,3945,HEV-Litfin-49,would_update_or_updated,
54101,3956,HEV-001068,not_updated,combine_paid_on_missing_or_invalid
54240,3960,HEV-001066,would_update_or_updated,
53732,3964,HEV-UPW-210,not_updated,combine_paid_on_missing_or_invalid
54801,3968,HEV-UPW-217,not_updated,combine_paid_on_missing_or_invalid
54613,3971,HEV-001067,not_updated,combine_paid_on_missing_or_invalid
61579,3976,HEV-Litfin-51,not_updated,part_payment_not_handled
61580,3976,HEV-Litfin-51,not_updated,part_payment_not_handled
54077,3976,HEV-Litfin-51,would_update_or_updated,
53750,3982,HEV-UPW-213,not_updated,combine_paid_on_missing_or_invalid
66848,3983,HEV-001072,not_updated,non_pending_in_dp_export
66849,3983,HEV-001072,not_updated,part_payment_not_handled
54113,3983,HEV-001072,not_updated,combine_paid_on_missing_or_invalid
54023,3991,HEV-Litfin-52,not_updated,combine_paid_on_missing_or_invalid
53963,3992,HEV-UP-1052,not_updated,combine_paid_on_missing_or_invalid
54053,3997,HEV-Litfin-53,would_update_or_updated,
54035,4000,HEV-UP-1054,not_updated,combine_paid_on_missing_or_invalid
68133,4002,HEV-001073,would_update_or_updated,
68134,4002,HEV-001073,not_updated,combine_paid_on_missing_or_invalid
54818,4008,HEV-UPW-223,not_updated,combine_close_type_blocked
54819,4008,HEV-UPW-223,not_updated,combine_close_type_blocked
60536,4009,HEV-UP-1055,not_updated,amount_mismatch_exact_required
60537,4009,HEV-UP-1055,not_updated,combine_paid_on_missing_or_invalid
54630,4013,HEV-Litfin-55,would_update_or_updated,
64536,4016,HEV-Litfin-57,would_update_or_updated,
64537,4016,HEV-Litfin-57,would_update_or_updated,
54428,4017,HEV-UP-1056,would_update_or_updated,
54439,4019,HEV-UP-1059,would_update_or_updated,
54440,4019,HEV-UP-1059,not_updated,combine_paid_on_missing_or_invalid
54600,4023,HEV-001076,not_updated,combine_paid_on_missing_or_invalid
54601,4023,HEV-001076,not_updated,combine_paid_on_missing_or_invalid
54905,4032,HEV-UP-1065,not_updated,combine_paid_on_missing_or_invalid
64421,4036,HEV-Litfin-56,would_update_or_updated,
64422,4036,HEV-Litfin-56,not_updated,combine_paid_on_missing_or_invalid
54711,4039,HEV-UP-1062,not_updated,combine_paid_on_missing_or_invalid
55353,4041,HEV-UP-1068,not_updated,combine_paid_on_missing_or_invalid
55364,4049,HEV-Litfin-59,would_update_or_updated,
55365,4049,HEV-Litfin-59,not_updated,combine_paid_on_missing_or_invalid
55024,4055,HEV-001082,not_updated,combine_paid_on_missing_or_invalid
54875,4061,HEV-UPW-228,not_updated,combine_paid_on_missing_or_invalid
54862,4063,HEV-Litfin-58,would_update_or_updated,
54863,4063,HEV-Litfin-58,not_updated,combine_paid_on_missing_or_invalid
55106,4066,HEV-UPW-230,not_updated,combine_paid_on_missing_or_invalid
55118,4071,HEV-UP-1070,not_updated,combine_paid_on_missing_or_invalid
55000,4073,HEV-UPW-233,not_updated,combine_paid_on_missing_or_invalid
61376,4075,HEV-001084,not_updated,combine_paid_on_missing_or_invalid
55058,4079,HEV-UPW-235,would_update_or_updated,
62194,4083,HEV-UPW-239,would_update_or_updated,
55094,4085,HEV-UP-1069,not_updated,combine_paid_on_missing_or_invalid
55186,4088,HEV-001085,not_updated,amount_mismatch_exact_required
55845,4090,HEV-UPW-256,not_updated,amount_mismatch_exact_required
55266,4103,HEV-UP-1071,would_update_or_updated,
55421,4109,HEV-Litfin-60,not_updated,combine_paid_on_missing_or_invalid
55679,4154,HEV-001092,would_update_or_updated,
55757,4156,HEV-UPW-251,not_updated,amount_mismatch_exact_required
55976,4169,HEV-UP-1093,would_update_or_updated,
55871,4176,HEV-Litfin-61,would_update_or_updated,
55964,4182,HEV-UP-1092,would_update_or_updated,
56225,4207,HEV-UP-1099,would_update_or_updated,
57260,4226,HEV-Litfin-66,would_update_or_updated,
57203,4232,HEV-UPW-270,not_updated,amount_mismatch_exact_required
56473,4240,HEV-UP-1104,not_updated,combine_paid_on_missing_or_invalid
56461,4244,HEV-UP-1105,would_update_or_updated,
56660,4265,HEV-UP-1109,would_update_or_updated,
58155,4269,HEV-UP-1110,would_update_or_updated,
56605,4270,HEV-UP-1108,not_updated,amount_mismatch_exact_required
56739,4271,HEV-Litfin-62,not_updated,amount_mismatch_exact_required
57062,4277,HEV-Litfin-65,would_update_or_updated,
66050,4281,HEV-UP-1119,not_updated,part_payment_not_handled
66051,4281,HEV-UP-1119,not_updated,part_payment_not_handled
56904,4287,HEV-Litfin-63,would_update_or_updated,
57359,4298,HEV-Litfin-64,not_updated,combine_paid_on_missing_or_invalid
65827,4309,HEV-UPW-282,not_updated,non_pending_in_dp_export
65828,4309,HEV-UPW-282,not_updated,part_payment_not_handled
58508,4323,HEV-001141,not_updated,combine_paid_on_missing_or_invalid
57491,4340,HEV-Litfin-67,not_updated,combine_paid_on_missing_or_invalid
57395,4342,HEV-UPW-287,not_updated,amount_mismatch_exact_required
59809,4366,HEV-UPW-290,not_updated,amount_mismatch_exact_required
58676,4368,HEV-UP-1148,not_updated,combine_paid_on_missing_or_invalid
57897,4386,HEV-UP-1128,not_updated,amount_mismatch_exact_required
58092,4393,HEV-001132,not_updated,combine_paid_on_missing_or_invalid
58140,4395,HEV-UP-1133,would_update_or_updated,
58331,4417,HEV-UP-1137,not_updated,amount_mismatch_exact_required
58293,4422,HEV-UP-1145,would_update_or_updated,
59281,4423,HEV-UPW-307,would_update_or_updated,
58491,4426,HEV-Litfin-68,would_update_or_updated,
58251,4428,HEV-Litfin-69,not_updated,amount_mismatch_exact_required
58901,4429,HEV-001150,would_update_or_updated,
58533,4434,HEV-UPW-305,not_updated,combine_paid_on_missing_or_invalid
58835,4446,HEV-001145,not_updated,amount_mismatch_exact_required
58694,4451,HEV-UP-1149,not_updated,combine_paid_on_missing_or_invalid
58883,4456,HEV-001149,not_updated,amount_mismatch_exact_required
58919,4463,HEV-001151,not_updated,combine_paid_on_missing_or_invalid
58739,4466,HEV-UP-1154,not_updated,combine_paid_on_missing_or_invalid
59134,4471,HEV-UP-1157,not_updated,combine_paid_on_missing_or_invalid
59564,4473,HEV-001160,would_update_or_updated,
58721,4476,HEV-UP-1155,would_update_or_updated,
59147,4480,HEV-UPW-315,would_update_or_updated,
59260,4484,HEV-UPW-323,not_updated,combine_paid_on_missing_or_invalid
59779,4498,HEV-001164,not_updated,combine_paid_on_missing_or_invalid
59407,4500,HEV-UP-1161,not_updated,combine_paid_on_missing_or_invalid
60032,4503,HEV-UPW-336,not_updated,combine_paid_on_missing_or_invalid
59523,4506,HEV-UP-1165,not_updated,combine_paid_on_missing_or_invalid
59368,4512,HEV-UPW-325,not_updated,combine_paid_on_missing_or_invalid
59464,4517,HEV-001159,not_updated,combine_paid_on_missing_or_invalid
59597,4518,HEV-001162,not_updated,combine_paid_on_missing_or_invalid
59859,4521,HEV-001166,not_updated,combine_paid_on_missing_or_invalid
59706,4523,HEV-UPW-330,not_updated,combine_paid_on_missing_or_invalid
59690,4528,HEV-UP-1166,not_updated,combine_paid_on_missing_or_invalid
59585,4533,HEV-001161,would_update_or_updated,
60062,4539,HEV-UP-1171,not_updated,combine_paid_on_missing_or_invalid
59972,4543,HEV-UPW-339,not_updated,combine_paid_on_missing_or_invalid
59877,4546,HEV-UPW-335,not_updated,combine_paid_on_missing_or_invalid
59984,4547,HEV-UPW-338,not_updated,combine_paid_on_missing_or_invalid
60020,4548,HEV-UPW-337,not_updated,combine_paid_on_missing_or_invalid
60414,4559,HEV-001173,not_updated,combine_paid_on_missing_or_invalid
60396,4567,HEV-001174,not_updated,combine_paid_on_missing_or_invalid
63201,4787,HEV-UP-1235,not_updated,combine_paid_on_missing_or_invalid
65391,5009,HEV-UPW-472,not_updated,combine_paid_on_missing_or_invalid
67217,5194,HEV-UPW-533,not_updated,combine_paid_on_missing_or_invalid
